id,title,main_picture_medium,main_picture_large,start_date,end_date,synopsis,mean,rank,popularity,num_list_users,num_scoring_users,nsfw,media_type,status,genres_0_id,genres_0_name,genres_1_id,genres_1_name,genres_2_id,genres_2_name,genres_3_id,genres_3_name,genres_4_id,genres_4_name,genres_5_id,genres_5_name,genres_6_id,genres_6_name,genres_7_id,genres_7_name,num_episodes,start_season_year,start_season_season,broadcast_day_of_the_week,broadcast_start_time,source,average_episode_duration,rating,studios_0_id,studios_0_name,studios_1_id,studios_1_name,studios_2_id,studios_2_name,genres_8_id,genres_8_name,genres_9_id,genres_9_name,genres_10_id,genres_10_name,studios_3_id,studios_3_name,studios_4_id,studios_4_name,studios_5_id,studios_5_name
16498,Shingeki no Kyojin,https://cdn.myanimelist.net/images/anime/10/47347.jpg,https://cdn.myanimelist.net/images/anime/10/47347l.jpg,2013-04-07,2013-09-29,"Centuries ago, mankind was slaughtered to near extinction by monstrous humanoid creatures called Titans, forcing humans to hide in fear behind enormous concentric walls. What makes these giants truly terrifying is that their taste for human flesh is not born out of hunger but what appears to be out of pleasure. To ensure their survival, the remnants of humanity began living within defensive barriers, resulting in one hundred years without a single titan encounter. However, that fragile calm is soon shattered when a colossal Titan manages to breach the supposedly impregnable outer wall, reigniting the fight for survival against the man-eating abominations.

After witnessing a horrific personal loss at the hands of the invading creatures, Eren Yeager dedicates his life to their eradication by enlisting into the Survey Corps, an elite military unit that combats the merciless humanoids outside the protection of the walls. Eren, his adopted sister Mikasa Ackerman, and his childhood friend Armin Arlert join the brutal war against the Titans and race to discover a way of defeating them before the last walls are breached.

[Written by MAL Rewrite]",8.54,111.0,1,3839843,2725740,white,tv,finished_airing,1.0,Action,46.0,Award Winning,8.0,Drama,58.0,Gore,38.0,Military,27.0,Shounen,76.0,Survival,41.0,Suspense,25,2013.0,spring,sunday,01:58,manga,1440,r,858,Wit Studio,,,,,,,,,,,,,,,,
1535,Death Note,https://cdn.myanimelist.net/images/anime/1079/138100.jpg,https://cdn.myanimelist.net/images/anime/1079/138100l.jpg,2006-10-04,2007-06-27,"Brutal murders, petty thefts, and senseless violence pollute the human world. In contrast, the realm of death gods is a humdrum, unchanging gambling den. The ingenious 17-year-old Japanese student Light Yagami and sadistic god of death Ryuk share one belief: their worlds are rotten.

For his own amusement, Ryuk drops his Death Note into the human world. Light stumbles upon it, deeming the first of its rules ridiculous: the human whose name is written in this note shall die. However, the temptation is too great, and Light experiments by writing a felon's name, which disturbingly enacts his first murder.

Aware of the terrifying godlike power that has fallen into his hands, Light—under the alias Kira—follows his wicked sense of justice with the ultimate goal of cleansing the world of all evil-doers. The meticulous mastermind detective L is already on his trail, but as Light's brilliance rivals L's, the grand chase for Kira turns into an intense battle of wits that can only end when one of them is dead.

[Written by MAL Rewrite]
",8.62,79.0,2,3803051,2679946,white,tv,finished_airing,39.0,Detective,40.0,Psychological,27.0,Shounen,37.0,Supernatural,41.0,Suspense,,,,,,,37,2006.0,fall,wednesday,00:56,manga,1380,r,11,Madhouse,,,,,,,,,,,,,,,,
5114,Fullmetal Alchemist: Brotherhood,https://cdn.myanimelist.net/images/anime/1208/94745.jpg,https://cdn.myanimelist.net/images/anime/1208/94745l.jpg,2009-04-05,2010-07-04,"After a horrific alchemy experiment goes wrong in the Elric household, brothers Edward and Alphonse are left in a catastrophic new reality. Ignoring the alchemical principle banning human transmutation, the boys attempted to bring their recently deceased mother back to life. Instead, they suffered brutal personal loss: Alphonse's body disintegrated while Edward lost a leg and then sacrificed an arm to keep Alphonse's soul in the physical realm by binding it to a hulking suit of armor.

The brothers are rescued by their neighbor Pinako Rockbell and her granddaughter Winry. Known as a bio-mechanical engineering prodigy, Winry creates prosthetic limbs for Edward by utilizing ""automail,"" a tough, versatile metal used in robots and combat armor. After years of training, the Elric brothers set off on a quest to restore their bodies by locating the Philosopher's Stone—a powerful gem that allows an alchemist to defy the traditional laws of Equivalent Exchange.

As Edward becomes an infamous alchemist and gains the nickname ""Fullmetal,"" the boys' journey embroils them in a growing conspiracy that threatens the fate of the world.

[Written by MAL Rewrite]",9.1,2.0,3,3254419,2065272,white,tv,finished_airing,1.0,Action,2.0,Adventure,8.0,Drama,10.0,Fantasy,38.0,Military,27.0,Shounen,,,,,64,2009.0,spring,sunday,17:00,manga,1460,r,4,Bones,,,,,,,,,,,,,,,,
30276,One Punch Man,https://cdn.myanimelist.net/images/anime/12/76049.jpg,https://cdn.myanimelist.net/images/anime/12/76049l.jpg,2015-10-05,2015-12-21,"The seemingly unimpressive Saitama has a rather unique hobby: being a hero. In order to pursue his childhood dream, Saitama relentlessly trained for three years, losing all of his hair in the process. Now, Saitama is so powerful, he can defeat any enemy with just one punch. However, having no one capable of matching his strength has led Saitama to an unexpected problem—he is no longer able to enjoy the thrill of battling and has become quite bored.

One day, Saitama catches the attention of 19-year-old cyborg Genos, who witnesses his power and wishes to become Saitama's disciple. Genos proposes that the two join the Hero Association in order to become certified heroes that will be recognized for their positive contributions to society. Saitama, who is shocked that no one knows who he is, quickly agrees. Meeting new allies and taking on new foes, Saitama embarks on a new journey as a member of the Hero Association to experience the excitement of battle he once felt.

[Written by MAL Rewrite]",8.5,131.0,4,3133450,2180409,white,tv,finished_airing,1.0,Action,50.0,Adult Cast,4.0,Comedy,20.0,Parody,42.0,Seinen,31.0,Super Power,,,,,12,2015.0,fall,monday,01:05,web_manga,1460,r,11,Madhouse,,,,,,,,,,,,,,,,
11757,Sword Art Online,https://cdn.myanimelist.net/images/anime/11/39717.jpg,https://cdn.myanimelist.net/images/anime/11/39717l.jpg,2012-07-08,2012-12-23,"Ever since the release of the innovative NerveGear, gamers from all around the globe have been given the opportunity to experience a completely immersive virtual reality. Sword Art Online (SAO), one of the most recent games on the console, offers a gateway into the wondrous world of Aincrad, a vivid, medieval landscape where users can do anything within the limits of imagination. With the release of this worldwide sensation, gaming has never felt more lifelike.

However, the idyllic fantasy rapidly becomes a brutal nightmare when SAO's creator traps thousands of players inside the game. The ""log-out"" function has been removed, with the only method of escape involving beating all of Aincrad's one hundred increasingly difficult levels. Adding to the struggle, any in-game death becomes permanent, ending the player's life in the real world.

While Kazuto ""Kirito"" Kirigaya was fortunate enough to be a beta-tester for the game, he quickly finds that despite his advantages, he cannot overcome SAO's challenges alone. Teaming up with Asuna Yuuki and other talented players, Kirito makes an effort to face the seemingly insurmountable trials head-on. But with difficult bosses and threatening dark cults impeding his progress, Kirito finds that such tasks are much easier said than done.

[Written by MAL Rewrite]",7.2,3165.0,5,3008878,2108409,white,tv,finished_airing,1.0,Action,2.0,Adventure,10.0,Fantasy,64.0,Love Polygon,22.0,Romance,79.0,Video Game,,,,,25,2012.0,summer,sunday,00:00,light_novel,1420,pg_13,56,A-1 Pictures,,,,,,,,,,,,,,,,
31964,Boku no Hero Academia,https://cdn.myanimelist.net/images/anime/10/78745.jpg,https://cdn.myanimelist.net/images/anime/10/78745l.jpg,2016-04-03,2016-06-26,"The appearance of ""quirks,"" newly discovered super powers, has been steadily increasing over the years, with 80 percent of humanity possessing various abilities from manipulation of elements to shapeshifting. This leaves the remainder of the world completely powerless, and Izuku Midoriya is one such individual.

Since he was a child, the ambitious middle schooler has wanted nothing more than to be a hero. Izuku's unfair fate leaves him admiring heroes and taking notes on them whenever he can. But it seems that his persistence has borne some fruit: Izuku meets the number one hero and his personal idol, All Might. All Might's quirk is a unique ability that can be inherited, and he has chosen Izuku to be his successor!

Enduring many months of grueling training, Izuku enrolls in UA High, a prestigious high school famous for its excellent hero training program, and this year's freshmen look especially promising. With his bizarre but talented classmates and the looming threat of a villainous organization, Izuku will soon learn what it really means to be a hero.

[Written by MAL Rewrite]",7.88,794.0,6,2948774,2020917,white,tv,finished_airing,1.0,Action,23.0,School,27.0,Shounen,31.0,Super Power,,,,,,,,,13,2016.0,spring,sunday,17:00,manga,1470,pg_13,4,Bones,,,,,,,,,,,,,,,,
38000,Kimetsu no Yaiba,https://cdn.myanimelist.net/images/anime/1286/99889.jpg,https://cdn.myanimelist.net/images/anime/1286/99889l.jpg,2019-04-06,2019-09-28,"Ever since the death of his father, the burden of supporting the family has fallen upon Tanjirou Kamado's shoulders. Though living impoverished on a remote mountain, the Kamado family are able to enjoy a relatively peaceful and happy life. One day, Tanjirou decides to go down to the local village to make a little money selling charcoal. On his way back, night falls, forcing Tanjirou to take shelter in the house of a strange man, who warns him of the existence of flesh-eating demons that lurk in the woods at night.

When he finally arrives back home the next day, he is met with a horrifying sight—his whole family has been slaughtered. Worse still, the sole survivor is his sister Nezuko, who has been turned into a bloodthirsty demon. Consumed by rage and hatred, Tanjirou swears to avenge his family and stay by his only remaining sibling. Alongside the mysterious group calling themselves the Demon Slayer Corps, Tanjirou will do whatever it takes to slay the demons and protect the remnants of his beloved sister's humanity.

[Written by MAL Rewrite]",8.49,133.0,7,2916613,2018136,white,tv,finished_airing,1.0,Action,46.0,Award Winning,10.0,Fantasy,13.0,Historical,27.0,Shounen,,,,,,,26,2019.0,spring,saturday,23:30,manga,1420,r,43,ufotable,,,,,,,,,,,,,,,,
20,Naruto,https://cdn.myanimelist.net/images/anime/13/17405.jpg,https://cdn.myanimelist.net/images/anime/13/17405l.jpg,2002-10-03,2007-02-08,"Moments prior to Naruto Uzumaki's birth, a huge demon known as the Kyuubi, the Nine-Tailed Fox, attacked Konohagakure, the Hidden Leaf Village, and wreaked havoc. In order to put an end to the Kyuubi's rampage, the leader of the village, the Fourth Hokage, sacrificed his life and sealed the monstrous beast inside the newborn Naruto.

Now, Naruto is a hyperactive and knuckle-headed ninja still living in Konohagakure. Shunned because of the Kyuubi inside him, Naruto struggles to find his place in the village, while his burning desire to become the Hokage of Konohagakure leads him not only to some great new friends, but also some deadly foes.

[Written by MAL Rewrite]",7.99,626.0,8,2783390,1927597,white,tv,finished_airing,1.0,Action,2.0,Adventure,10.0,Fantasy,17.0,Martial Arts,27.0,Shounen,,,,,,,220,2002.0,fall,thursday,19:30,manga,1404,pg_13,1,Pierrot,,,,,,,,,,,,,,,,
22319,Tokyo Ghoul,https://cdn.myanimelist.net/images/anime/1498/134443.jpg,https://cdn.myanimelist.net/images/anime/1498/134443l.jpg,2014-07-04,2014-09-19,"A sinister threat is invading Tokyo: flesh-eating ""ghouls"" who appear identical to humans and blend into their population. Reserved college student Ken Kaneki buries his nose in books and avoids the news of the growing crisis. However, the appearance of an attractive woman named Rize Kamishiro shatters his solitude when she forwardly asks him on a date.

While walking Rize home, Kaneki discovers she isn't as kind as she first appeared, and she has led him on with sinister intent. After a tragic struggle, he later awakens in a hospital to learn his life was saved by transplanting the now deceased Rize's organs into his own body.

Kaneki's body begins to change in horrifying ways, and he transforms into a human-ghoul hybrid. As he embarks on his new dreadful journey, Kaneki clings to his humanity in the evolving bloody conflict between society's new monsters and the government agents who hunt them.

[Written by MAL Rewrite]",7.79,966.0,9,2756732,1826812,white,tv,finished_airing,1.0,Action,10.0,Fantasy,58.0,Gore,14.0,Horror,40.0,Psychological,42.0,Seinen,,,,,12,2014.0,summer,friday,00:00,manga,1440,r,1,Pierrot,,,,,,,,,,,,,,,,
11061,Hunter x Hunter (2011),https://cdn.myanimelist.net/images/anime/1337/99013.jpg,https://cdn.myanimelist.net/images/anime/1337/99013l.jpg,2011-10-02,2014-09-24,"Hunters devote themselves to accomplishing hazardous tasks, all from traversing the world's uncharted territories to locating rare items and monsters. Before becoming a Hunter, one must pass the Hunter Examination—a high-risk selection process in which most applicants end up handicapped or worse, deceased.

Ambitious participants who challenge the notorious exam carry their own reason. What drives 12-year-old Gon Freecss is finding Ging, his father and a Hunter himself. Believing that he will meet his father by becoming a Hunter, Gon takes the first step to walk the same path.

During the Hunter Examination, Gon befriends the medical student Leorio Paladiknight, the vindictive Kurapika, and ex-assassin Killua Zoldyck. While their motives vastly differ from each other, they band together for a common goal and begin to venture into a perilous world.

[Written by MAL Rewrite]",9.04,8.0,10,2739485,1703844,white,tv,finished_airing,1.0,Action,2.0,Adventure,10.0,Fantasy,27.0,Shounen,,,,,,,,,148,2011.0,fall,sunday,10:55,manga,1417,pg_13,11,Madhouse,,,,,,,,,,,,,,,,
25777,Shingeki no Kyojin Season 2,https://cdn.myanimelist.net/images/anime/4/84177.jpg,https://cdn.myanimelist.net/images/anime/4/84177l.jpg,2017-04-01,2017-06-17,"For centuries, humanity has been hunted by giant, mysterious predators known as the Titans. Three mighty walls—Wall Maria, Rose, and Sheena—provided peace and protection for humanity for over a hundred years. That peace, however, was shattered when the Colossal Titan and Armored Titan appeared and destroyed the outermost wall, Wall Maria. Forced to retreat behind Wall Rose, humanity waited with bated breath for the Titans to reappear and destroy their safe haven once more.

In Shingeki no Kyojin Season 2, Eren Yeager and others of the 104th Training Corps have just begun to become full members of the Survey Corps. As they ready themselves to face the Titans once again, their preparations are interrupted by the invasion of Wall Rose—but all is not as it seems as more mysteries are unraveled. As the Survey Corps races to save the wall, they uncover more about the invading Titans and the dark secrets of their own members.

[Written by MAL Rewrite]",8.51,126.0,12,2640268,1812032,white,tv,finished_airing,1.0,Action,8.0,Drama,58.0,Gore,38.0,Military,27.0,Shounen,76.0,Survival,41.0,Suspense,,,12,2017.0,spring,saturday,22:00,manga,1450,r,858,Wit Studio,,,,,,,,,,,,,,,,
9253,Steins;Gate,https://cdn.myanimelist.net/images/anime/1935/127974.jpg,https://cdn.myanimelist.net/images/anime/1935/127974l.jpg,2011-04-06,2011-09-14,"Eccentric scientist Rintarou Okabe has a never-ending thirst for scientific exploration. Together with his ditzy but well-meaning friend Mayuri Shiina and his roommate Itaru Hashida, Rintarou founds the Future Gadget Laboratory in the hopes of creating technological innovations that baffle the human psyche. Despite claims of grandeur, the only notable ""gadget"" the trio have created is a microwave that has the mystifying power to turn bananas into green goo.

However, when Rintarou decides to attend neuroscientist Kurisu Makise's conference on time travel, he experiences a series of strange events that lead him to believe that there is more to the ""Phone Microwave"" gadget than meets the eye. Apparently able to send text messages into the past using the microwave, Rintarou dabbles further with the ""time machine,"" attracting the ire and attention of the mysterious organization SERN.

Due to the novel discovery, Rintarou and his friends find themselves in an ever-present danger. As he works to mitigate the damage his invention has caused to the timeline, he is not only fighting a battle to save his loved ones, but also one against his degrading sanity.

[Written by MAL Rewrite]",9.07,3.0,13,2500686,1367132,white,tv,finished_airing,8.0,Drama,40.0,Psychological,24.0,Sci-Fi,41.0,Suspense,78.0,Time Travel,,,,,,,24,2011.0,spring,wednesday,02:05,visual_novel,1460,pg_13,314,White Fox,,,,,,,,,,,,,,,,
33486,Boku no Hero Academia 2nd Season,https://cdn.myanimelist.net/images/anime/12/85221.jpg,https://cdn.myanimelist.net/images/anime/12/85221l.jpg,2017-04-01,2017-09-30,"At UA Academy, not even a violent attack can disrupt their most prestigious event: the school sports festival. Renowned across Japan, this festival is an opportunity for aspiring heroes to showcase their abilities, both to the public and potential recruiters.

However, the path to glory is never easy, especially for Izuku Midoriya—whose quirk possesses great raw power but is also cripplingly inefficient. Pitted against his talented classmates, such as the fire and ice wielding Shouto Todoroki, Izuku must utilize his sharp wits and master his surroundings to achieve victory and prove to the world his worth.

[Written by MAL Rewrite]",8.1,475.0,14,2462858,1688384,white,tv,finished_airing,1.0,Action,23.0,School,27.0,Shounen,31.0,Super Power,,,,,,,,,25,2017.0,spring,saturday,17:30,manga,1430,pg_13,4,Bones,,,,,,,,,,,,,,,,
1735,Naruto: Shippuuden,https://cdn.myanimelist.net/images/anime/1565/111305.jpg,https://cdn.myanimelist.net/images/anime/1565/111305l.jpg,2007-02-15,2017-03-23,"It has been two and a half years since Naruto Uzumaki left Konohagakure, the Hidden Leaf Village, for intense training following events which fueled his desire to be stronger. Now Akatsuki, the mysterious organization of elite rogue ninja, is closing in on their grand plan which may threaten the safety of the entire shinobi world.
 
Although Naruto is older and sinister events loom on the horizon, he has changed little in personality—still rambunctious and childish—though he is now far more confident and possesses an even greater determination to protect his friends and home. Come whatever may, Naruto will carry on with the fight for what is important to him, even at the expense of his own body, in the continuation of the saga about the boy who wishes to become Hokage.

[Written by MAL Rewrite]",8.26,291.0,15,2414921,1612625,white,tv,finished_airing,1.0,Action,2.0,Adventure,10.0,Fantasy,17.0,Martial Arts,27.0,Shounen,,,,,,,500,2007.0,winter,thursday,19:30,manga,1389,pg_13,1,Pierrot,,,,,,,,,,,,,,,,
40748,Jujutsu Kaisen,https://cdn.myanimelist.net/images/anime/1171/109222.jpg,https://cdn.myanimelist.net/images/anime/1171/109222l.jpg,2020-10-03,2021-03-27,"Idly indulging in baseless paranormal activities with the Occult Club, high schooler Yuuji Itadori spends his days at either the clubroom or the hospital, where he visits his bedridden grandfather. However, this leisurely lifestyle soon takes a turn for the strange when he unknowingly encounters a cursed item. Triggering a chain of supernatural occurrences, Yuuji finds himself suddenly thrust into the world of Curses—dreadful beings formed from human malice and negativity—after swallowing the said item, revealed to be a finger belonging to the demon Sukuna Ryoumen, the King of Curses.

Yuuji experiences first-hand the threat these Curses pose to society as he discovers his own newfound powers. Introduced to the Tokyo Prefectural Jujutsu High School, he begins to walk down a path from which he cannot return—the path of a Jujutsu sorcerer.

[Written by MAL Rewrite]",8.63,77.0,16,2388495,1555861,white,tv,finished_airing,1.0,Action,46.0,Award Winning,10.0,Fantasy,23.0,School,27.0,Shounen,,,,,,,24,2020.0,fall,saturday,01:25,manga,1435,r,569,MAPPA,,,,,,,,,,,,,,,,
19815,No Game No Life,https://cdn.myanimelist.net/images/anime/1074/111944.jpg,https://cdn.myanimelist.net/images/anime/1074/111944l.jpg,2014-04-09,2014-06-25,"Sixteen sentient races inhabit Disboard, a world overseen by Tet, the One True God. The lowest of the sixteen—Imanity—consists of humans, a race with no affinity for magic. In a place where everything is decided through simple games, humankind seems to have no way out of their predicament—but the arrival of two outsiders poses a change.

On Earth, stepsiblings Sora and Shiro are two inseparable shut-ins who dominate various online games under the username ""Blank."" While notorious on the internet, the pair believe that life is merely another dull game. However, after responding to a message from an unknown user, they are suddenly transported to Disboard. The mysterious sender turns out to be Tet, who informs them about the world's absolute rules. After Tet leaves, Sora and Shiro begin their search for more information and a place to stay, taking them to Elkia—Imanity's only remaining kingdom.

There, the duo encounters Stephanie Dola, an emotional girl vying for the kingdom's sovereignty. In desperation, she attempts to regain her father's throne, but her foolhardiness makes her goal unachievable. Inspired by the girl's motivation and passion, Sora and Shiro decide to aid Stephanie in getting Elkia back on its feet, ultimately aiming to become the new rulers of the enigmatic realm.

[Written by MAL Rewrite]
",8.07,512.0,17,2349135,1510922,white,tv,finished_airing,4.0,Comedy,9.0,Ecchi,10.0,Fantasy,62.0,Isekai,11.0,Strategy Game,,,,,,,12,2014.0,spring,wednesday,21:30,light_novel,1380,pg_13,11,Madhouse,,,,,,,,,,,,,,,,
35760,Shingeki no Kyojin Season 3,https://cdn.myanimelist.net/images/anime/1173/92110.jpg,https://cdn.myanimelist.net/images/anime/1173/92110l.jpg,2018-07-23,2018-10-15,"Still threatened by the ""Titans"" that rob them of their freedom, mankind remains caged inside the two remaining walls. Efforts to eradicate these monsters continue; however, threats arise not only from the Titans beyond the walls, but from the humans within them as well.

After being rescued from the Colossal and Armored Titans, Eren Yaeger devotes himself to improving his Titan form. Krista Lenz struggles to accept the loss of her friend, Captain Levi chooses Eren and his friends to form his new personal squad, and Commander Erwin Smith recovers from his injuries. All seems well for the soldiers, until the government suddenly demands custody of Eren and Krista. The Survey Corps' recent successes have drawn attention, and a familiar face from Levi's past is sent to collect the wanted soldiers. Sought after by the government, Levi and his new squad must evade their adversaries in hopes of keeping Eren and Krista safe.

Eren and his fellow soldiers are not only fighting for their survival against the terrifying Titans, but also against the terror of a far more conniving foe: their fellow humans.

[Written by MAL Rewrite]",8.62,83.0,18,2286181,1556815,white,tv,finished_airing,1.0,Action,8.0,Drama,58.0,Gore,38.0,Military,27.0,Shounen,76.0,Survival,41.0,Suspense,,,12,2018.0,summer,monday,00:35,manga,1434,r,858,Wit Studio,,,,,,,,,,,,,,,,
1575,Code Geass: Hangyaku no Lelouch,https://cdn.myanimelist.net/images/anime/1032/135088.jpg,https://cdn.myanimelist.net/images/anime/1032/135088l.jpg,2006-10-06,2007-07-29,"In the year 2010, the Holy Empire of Britannia is establishing itself as a dominant military nation, starting with the conquest of Japan. Renamed to Area 11 after its swift defeat, Japan has seen significant resistance against these tyrants in an attempt to regain independence.

Lelouch Lamperouge, a Britannian student, unfortunately finds himself caught in a crossfire between the Britannian and the Area 11 rebel armed forces. He is able to escape, however, thanks to the timely appearance of a mysterious girl named C.C., who bestows upon him Geass, the ""Power of Kings."" Realizing the vast potential of his newfound ""power of absolute obedience,"" Lelouch embarks upon a perilous journey as the masked vigilante known as Zero, leading a merciless onslaught against Britannia in order to get revenge once and for all.

[Written by MAL Rewrite]",8.7,55.0,21,2199717,1370970,white,tv,finished_airing,1.0,Action,46.0,Award Winning,8.0,Drama,18.0,Mecha,38.0,Military,23.0,School,24.0,Sci-Fi,31.0,Super Power,25,2006.0,fall,friday,01:25,original,1440,r,14,Sunrise,,,,,,,,,,,,,,,,
38524,Shingeki no Kyojin Season 3 Part 2,https://cdn.myanimelist.net/images/anime/1517/100633.jpg,https://cdn.myanimelist.net/images/anime/1517/100633l.jpg,2019-04-29,2019-07-01,"Seeking to restore humanity's diminishing hope, the Survey Corps embark on a mission to retake Wall Maria, where the battle against the merciless ""Titans"" takes the stage once again.

Returning to the tattered Shiganshina District that was once his home, Eren Yeager and the Corps find the town oddly unoccupied by Titans. Even after the outer gate is plugged, they strangely encounter no opposition. The mission progresses smoothly until Armin Arlert, highly suspicious of the enemy's absence, discovers distressing signs of a potential scheme against them. 

Shingeki no Kyojin Season 3 Part 2 follows Eren as he vows to take back everything that was once his. Alongside him, the Survey Corps strive—through countless sacrifices—to carve a path towards victory and uncover the secrets locked away in the Yeager family's basement.

[Written by MAL Rewrite]",9.05,5.0,22,2186794,1526789,white,tv,finished_airing,1.0,Action,8.0,Drama,58.0,Gore,38.0,Military,27.0,Shounen,76.0,Survival,41.0,Suspense,,,10,2019.0,spring,monday,00:10,manga,1435,r,858,Wit Studio,,,,,,,,,,,,,,,,
4224,Toradora!,https://cdn.myanimelist.net/images/anime/13/22128.jpg,https://cdn.myanimelist.net/images/anime/13/22128l.jpg,2008-10-02,2009-03-26,"Ryuuji Takasu is a gentle high school student with a love for housework; but in contrast to his kind nature, he has an intimidating face that often gets him labeled as a delinquent. On the other hand is Taiga Aisaka, a small, doll-like student, who is anything but a cute and fragile girl. Equipped with a wooden katana and feisty personality, Taiga is known throughout the school as the ""Palmtop Tiger.""

One day, an embarrassing mistake causes the two students to cross paths. Ryuuji discovers that Taiga actually has a sweet side: she has a crush on the popular vice president, Yuusaku Kitamura, who happens to be his best friend. But things only get crazier when Ryuuji reveals that he has a crush on Minori Kushieda—Taiga's best friend!

Toradora! is a romantic comedy that follows this odd duo as they embark on a quest to help each other with their respective crushes, forming an unlikely alliance in the process.

[Written by MAL Rewrite]",8.07,519.0,23,2161495,1355211,white,tv,finished_airing,8.0,Drama,64.0,Love Polygon,22.0,Romance,23.0,School,,,,,,,,,25,2008.0,fall,thursday,01:20,light_novel,1415,pg_13,7,J.C.Staff,,,,,,,,,,,,,,,,
23273,Shigatsu wa Kimi no Uso,https://cdn.myanimelist.net/images/anime/3/67177.jpg,https://cdn.myanimelist.net/images/anime/3/67177l.jpg,2014-10-10,2015-03-20,"Kousei Arima is a child prodigy known as the ""Human Metronome"" for playing the piano with precision and perfection. Guided by a strict mother and rigorous training, Kousei dominates every competition he enters, earning the admiration of his musical peers and praise from audiences. When his mother suddenly passes away, the subsequent trauma makes him unable to hear the sound of a piano, and he never takes the stage thereafter.

Nowadays, Kousei lives a quiet and unassuming life as a junior high school student alongside his friends Tsubaki Sawabe and Ryouta Watari. While struggling to get over his mother's death, he continues to cling to music. His monochrome life turns upside down the day he encounters the eccentric violinist Kaori Miyazono, who thrusts him back into the spotlight as her accompanist. Through a little lie, these two young musicians grow closer together as Kaori tries to fill Kousei's world with color.

[Written by MAL Rewrite]
",8.65,73.0,24,2159012,1318345,white,tv,finished_airing,8.0,Drama,64.0,Love Polygon,19.0,Music,22.0,Romance,23.0,School,27.0,Shounen,,,,,22,2014.0,fall,friday,01:20,manga,1375,pg_13,56,A-1 Pictures,,,,,,,,,,,,,,,,
31240,Re:Zero kara Hajimeru Isekai Seikatsu,https://cdn.myanimelist.net/images/anime/1522/128039.jpg,https://cdn.myanimelist.net/images/anime/1522/128039l.jpg,2016-04-04,2016-09-19,"When Subaru Natsuki leaves the convenience store, the last thing he expects is to be wrenched from his everyday life and dropped into a fantasy world. Things are not looking good for the bewildered teenager; however, not long after his arrival, he is attacked by some thugs. Armed with only a bag of groceries and a now useless cell phone, he is quickly beaten to a pulp. Fortunately, a mysterious beauty named Satella, in hot pursuit after the one who stole her insignia, happens upon Subaru and saves him. In order to thank the honest and kindhearted girl, Subaru offers to help in her search, and later that night, he even finds the whereabouts of that which she seeks. But unbeknownst to them, a much darker force stalks the pair from the shadows, and just minutes after locating the insignia, Subaru and Satella are brutally murdered.

However, Subaru immediately reawakens to a familiar scene—confronted by the same group of thugs, meeting Satella all over again—the enigma deepens as history inexplicably repeats itself.

[Written by MAL Rewrite]",8.23,320.0,25,2141397,1378347,white,tv,finished_airing,8.0,Drama,10.0,Fantasy,62.0,Isekai,40.0,Psychological,41.0,Suspense,78.0,Time Travel,,,,,25,2016.0,spring,monday,01:05,light_novel,1530,r,314,White Fox,,,,,,,,,,,,,,,,
36456,Boku no Hero Academia 3rd Season,https://cdn.myanimelist.net/images/anime/1319/92084.jpg,https://cdn.myanimelist.net/images/anime/1319/92084l.jpg,2018-04-07,2018-09-29,"As summer arrives for the students at UA Academy, each of these superheroes-in-training puts in their best efforts to become renowned heroes. They head off to a forest training camp run by UA's pro heroes, where the students face one another in battle and go through dangerous tests, improving their abilities and pushing past their limits. However, their school trip is suddenly turned upside down when the League of Villains arrives, invading the camp with a mission to capture one of the students. 

Boku no Hero Academia 3rd Season follows Izuku ""Deku"" Midoriya, an ambitious student training to achieve his dream of becoming a hero similar to his role model—All Might. Being one of the students caught up amidst the chaos of the villain attack, Deku must take a stand with his classmates and fight for their survival.

[Written by MAL Rewrite]",8.03,569.0,26,2133753,1407264,white,tv,finished_airing,1.0,Action,23.0,School,27.0,Shounen,31.0,Super Power,,,,,,,,,25,2018.0,spring,saturday,17:30,manga,1400,pg_13,4,Bones,,,,,,,,,,,,,,,,
20507,Noragami,https://cdn.myanimelist.net/images/anime/1886/128266.jpg,https://cdn.myanimelist.net/images/anime/1886/128266l.jpg,2014-01-05,2014-03-23,"In times of need, if you look in the right place, you just may see a strange telephone number scrawled in red. If you call this number, you will hear a young man introduce himself as the Yato God.

Yato is a minor deity and a self-proclaimed ""Delivery God,"" who dreams of having millions of worshippers. Without a single shrine dedicated to his name, however, his goals are far from being realized. He spends his days doing odd jobs for five yen apiece, until his weapon partner becomes fed up with her useless master and deserts him.

Just as things seem to be looking grim for the god, his fortune changes when a middle school girl, Hiyori Iki, supposedly saves Yato from a car accident, taking the hit for him. Remarkably, she survives, but the event has caused her soul to become loose and hence able to leave her body. Hiyori demands that Yato return her to normal, but upon learning that he needs a new partner to do so, reluctantly agrees to help him find one. And with Hiyori's help, Yato's luck may finally be turning around.

[Written by MAL Rewrite]",7.95,675.0,27,2118857,1248317,white,tv,finished_airing,1.0,Action,10.0,Fantasy,6.0,Mythology,27.0,Shounen,,,,,,,,,12,2014.0,winter,sunday,23:30,manga,1440,pg_13,4,Bones,,,,,,,,,,,,,,,,
